Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Dry Mass (Kilograms),Power (Watts),Date of Launch,Expected Lifetime (Years),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Year of Launch_1974,Year of Launch_1978,Year of Launch_1988,Year of Launch_1989,Year of Launch_1990,Year of Launch_1991,Year of Launch_1992,Year of Launch_1993,Year of Launch_1994,Year of Launch_1995,Year of Launch_1996,Year of Launch_1997,Year of Launch_1998,Year of Launch_1999,Year of Launch_2000,Year of Launch_2001,Year of Launch_2002,Year of Launch_2003,Year of Launch_2004,Year of Launch_2005,Year of Launch_2006,Year of Launch_2007,Year of Launch_2008,Year of Launch_2009,Year of Launch_2010,Year of Launch_2011,Year of Launch_2012,Year of Launch_2013,Year of Launch_2014,Year of Launch_2015,Year of Launch_2016
Iridium 83,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-11-06,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-066E,25531.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 84,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-11-06,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-066D,25530.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 86,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1998-11-06,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-066B,25528.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 90,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,777.0,778.0,7e-05,86.4,100.4,689,556,"1,400 (EOL)",2002-02-11,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,2002-005B,27373.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 91,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,744.0,753.0,0.000632,86.4,99.8,689,556,"1,400 (EOL)",2002-02-11,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,2002-005A,27372.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 94,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,773.0,782.0,0.00063,86.4,100.4,689,556,"1,400 (EOL)",2002-02-11,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,2002-005C,27374.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 95,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",2002-02-11,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,2002-005D,27375.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 96,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,745.0,754.0,0.000632,87.2,99.8,689,556,"1,400 (EOL)",2002-02-11,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,2002-005E,27376.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 97,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,777.0,778.0,7e-05,86.4,100.4,689,556,"1,400 (EOL)",2002-06-20,8,Motorola Satellite Communications Group,USA,Plesetsk Cosmodrome,Rokot/BrizKM,2002-031A,27450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 98,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,748.0,750.0,0.00014,86.4,99.8,689,556,"1,400 (EOL)",2002-06-20,8,Motorola Satellite Communications Group,USA,Plesetsk Cosmodrome,Rokot/BrizKM,2002-031B,27451.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IRIS,USA,National Aeronautics and Space Administration (NASA),USA,Government,Space Science,,LEO,Sun-Synchronous,0.0,620.0,664.0,0.00314,97.9,97.5,236,,,2013-06-28,2,Lockheed Martin Space Systems Advanced Technology Center (ATC),USA,Vandenberg AFB,L1011,2013-033A,39197.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
IRNSS-1A,India,Indian Space Research Organization (ISRO),India,Government,Navigation/Regional Positioning,,GEO,,55.0,35712.0,35872.0,0.0019,27.1,1436,1425,614,1660,2013-07-01,12,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV,2013-034A,39199.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
IRNSS-1B,India,Indian Space Research Organization (ISRO),India,Government,Navigation/Regional Positioning,,GEO,,55.0,35695.0,35880.0,0.00219,30.97,1436.14,1432,615,1660,2014-04-04,12,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV,2014-017A,39635.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
IRNSS-1C,NR,Indian Space Research Organization (ISRO),India,Government,Navigation/Regional Positioning,,GEO,,83.0,35690.0,35871.0,0.00215,4.96,1435.8,1425,598,1660,2014-10-15,12,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV-XL,2014-061A,40269.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
IRNSS-1D,NR,Indian Space Research Organization (ISRO),India,Government,Navigation/Regional Positioning,,GEO,,111.7,35699.0,35834.0,0.0016,30.04,1435.06,1425,598,1600,2015-03-30,12,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV-C27,2015-018A,40547.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
IRNSS-1E,NR,Indian Space Research Organization (ISRO),India,Government,Navigation/Regional Positioning,,GEO,,111.7,35695.0,35874.0,0.00212,28.09,1436.01,1425,598,1600,2016-01-20,12,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV-XL,2016-003A,41241.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
IRNSS-1F,NR,Indian Space Research Organization (IRSO),India,Government,Navigation/Regional Positioning,,GEO,,32.5,35700.0,35874.0,0.00206,5.09,1436.13,1425,598,1600,2016-03-10,12,IRSO Satellite Center,India,Satish Dhawan Space Center,PSLV-XL,2016-015A,41384.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
IRNSS-1G,NR,Indian Space Research Organization (IRSO),India,Government,Navigation/Regional Positioning,,GEO,,129.5,35774.0,35797.0,0.000273,5.06,1436.05,1425,598,1600,2016-04-28,12,IRSO Satellite Center,India,Satish Dhawan Space Center,PSLV,2016-027A,41469.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
IRS-P6,India,Indian Space Research Organization (ISRO),India,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,817.0,823.0,0.000417,98.8,101.3,1360,,1200,2003-10-17,5,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV C5,2003-046A,28051.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ITU-pSAT1,NR,ITU Space Systems Design & Test Laboratory,Turkey,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,710.0,721.0,0.000776,98.4,99.1,1,,,2009-09-23,1 yr.,ITU Space Systems Design & Test Laboratory,Turkey,Satish Dhawan Space Center,PSLV,2009-051E,35935.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jason 2,France,NASA/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,USA/France,Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0.0,1332.0,1344.0,0.000778,66.0,112.4,553,510,500,2008-06-20,5,Thales Alenia Space,France,Vandenberg AFB,Delta 2,2008-032A,33105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Jason 3,NR,NASA/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,USA/France,Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0.0,1301.0,1324.0,0.0015,66.0,111.8,553,510,500,2016-01-17,5,Thales Alenia Space,France,Vandenberg AFB,Falcon 9,2016-002A,41240.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
JCSat 10,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,127.51,35772.0,35801.0,0.000344,1.19,1436.1,4400,1858,,2006-08-11,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5,2006-033A,29272.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
JCSat 110,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,110.1,35784.0,35789.0,5.93e-05,0.01,1436.11,3531,1669,"7,200 (EOL)",2000-10-07,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,2000-060A,26559.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JCSat 13,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,124.0,35780.0,35791.0,0.00013,0.05,1436.03,4500,,,2012-05-15,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2012-023A,38331.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
JCSat 14,NR,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,154.0,35861.0,35924.0,0.000745,0.02,1441.5,4500,,,2016-05-06,15,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2016-028A,41471.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
JCSat 1B,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,128.03,35778.0,35794.0,0.00019,0.01,1436.09,2982,1308,5200,1997-12-02,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 4,1997-075A,25067.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JCSat 2A,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,154.0,35788.0,35794.0,7.12e-05,0.01,1436.1,2500,1460,3500,2002-03-29,11,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2002-015A,27399.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JCSat 4A,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,123.85,33782.0,37768.0,0.0473,0.07,1435.52,2900,1230,5200,1999-02-15,14.5,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2AS,1999-006A,25630.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JCSat 9,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,132.04,35776.0,35797.0,0.000249,0.01,1436.1,4400,,,2006-04-12,12,Lockheed Martin Commercial Space Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2006-010A,29045.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
JCSat RA,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,142.49,35780.0,35794.0,0.000166,0.04,1436.12,4000,,,2009-08-21,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5,2009-044A,35755.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jilin-1,NR,Changchun Institute of Optics,China,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,638.0,662.0,0.00171,98.05,97.73,400,,,2015-10-07,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,2015-057D,40961.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Jugnu,India,Indian Institute of Technology Kanpur,India,Civil,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,839.0,866.0,0.00187,20.0,102,3,,3,2011-10-12,1 yr.,Indian Institute of Technology Kanpur,India,Satish Dhawan Space Center,PSLV,2011-058B,37839.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kaituo-1A,NR,China Aerospace Science and Technology Corporation,China,Government,Technology Development,,LEO,Sun-Synchronous,0.0,518.0,536.0,0.0013,97.46,95.18,130,,,2015-09-19,,China Aerospace Science and Technology Corporation,China,Taiyuan Launch Center,Long March 6,2015-049F,40904.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Kalpana-1,India,Indian Space Research Organization (ISRO),India,Government,Earth Observation,Meteorology,GEO,,74.07,35783.0,35789.0,7.12e-05,0.04,1436.08,1060,500,550,2002-09-12,5-7,ISRO Satellite Center,India,Satish Dhawan Space Center,Polar Satellite Launch Vehicle (PSLV),2002-043A,27525.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KazEOSat-1,NR,Kazcosmos,Kazakhstan,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,751.0,754.0,0.000211,98.53,99.87,830,,1200,2014-04-30,7.25,Airbus Defence and Space,France,Guiana Space Center,Vega,2014-024A,39731.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
KazEOSat-2,NR,Kazcosmos,Kazakhstan,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,612.0,636.0,0.00172,97.99,97.19,185,,55,2014-06-19,7,Surrey Satellite Technology Ltd. (SSTL),UK,Dombarovsky Air Base,Dnepr,2014-033A,40010.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
