Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Dry Mass (Kilograms),Power (Watts),Date of Launch,Expected Lifetime (Years),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Year of Launch_1974,Year of Launch_1978,Year of Launch_1988,Year of Launch_1989,Year of Launch_1990,Year of Launch_1991,Year of Launch_1992,Year of Launch_1993,Year of Launch_1994,Year of Launch_1995,Year of Launch_1996,Year of Launch_1997,Year of Launch_1998,Year of Launch_1999,Year of Launch_2000,Year of Launch_2001,Year of Launch_2002,Year of Launch_2003,Year of Launch_2004,Year of Launch_2005,Year of Launch_2006,Year of Launch_2007,Year of Launch_2008,Year of Launch_2009,Year of Launch_2010,Year of Launch_2011,Year of Launch_2012,Year of Launch_2013,Year of Launch_2014,Year of Launch_2015,Year of Launch_2016
Intelsat 906,USA,"Intelsat, S.A.",USA,Commercial,Communications,,GEO,,64.19,35775.0,35796.0,0.000249,0.01,1436.07,4723,1955,7000,2002-09-06,13,Space Systems/Loral,USA,Guiana Space Center,Ariane 44L,2002-041A,27513.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Intelsat 907,USA,"Intelsat, S.A.",USA,Commercial,Communications,,GEO,,-27.45,35770.0,35803.0,0.000391,0.02,1436.1,4685,1973,10000,2003-02-15,13,Space Systems/Loral,USA,Guiana Space Center,Ariane 44L,2003-007A,27683.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Intelsat APR-2,India,"Intelsat, S.A.",USA,Commercial,Communications,,GEO,,83.03,35769.0,35804.0,0.000415,0.18,1436.11,2550,1150,2000,1999-04-03,12,Aerospatiale ,France,Xichang Satellite Launch Center,Long March CZ3B,1999-016A,25666.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Intelsat New Dawn,NR,"Intelsat, S.A.",USA,Commercial,Communications,,GEO,,32.8,35800.0,35892.0,0.00109,0.05,1439.15,3000,1283,4800,2011-04-22,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2011-016A,37392.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
International Space Station,USA,NASA/Multinational,Multinational,Government,Space Science,,LEO,Non-Polar Inclined,0.0,401.0,422.0,0.00155,51.6,92.8,,,,1998-11-20,30,Boeing Satellite Systems (prime)/Multinational,Multinational,Baikonur Cosmodrome,Proton,1998-067A,25544.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Interstellar Boundary Explorer,USA,NASA/Goddard Space Flight Center,USA,Government,Space Science,,Elliptical,Deep Highly Eccentric,0.0,62200.0,268679.0,0.601,15.2,8 days,462,,,2008-10-19,,Orbital Sciences Corp.,USA,Kwajalein Island,Pegasus XL,2008-051A,33401.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Iridium 10,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-06-18,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1997-030D,24839.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 11A,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-12-19,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1998-074B,25578.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 12,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-06-18,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1997-030B,24837.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 13,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1997-06-18,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1997-030E,24840.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 14A,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,708.0,711.0,0.000212,86.5,99,689,556,"1,400 (EOL)",1999-06-11,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1999-032A,25777.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 15,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-07-09,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-034A,24869.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 18,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-07-09,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-034D,24872.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 19,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-09-27,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-056A,24965.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 20A,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-12-19,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1998-074A,25577.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 21A,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,775.0,780.0,0.00035,86.4,100.4,689,556,"1,400 (EOL)",1999-06-11,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1999-032B,25778.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 22,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-08-21,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-043E,24907.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 23,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-08-21,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-043D,24906.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 25,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-08-21,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-043B,24904.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 3,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1998-08-19,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1998-048A,25431.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 30,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-09-14,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1997-051F,24949.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 31,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-09-14,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1997-051G,24950.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 32,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-09-14,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1997-051B,24945.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 34,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-09-27,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-056E,24969.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 35,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-09-27,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-056B,24966.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 37,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-09-27,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-056D,24968.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 39,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-11-09,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-069D,25042.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 40,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-11-09,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-069C,25041.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 41,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-11-09,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-069B,25040.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 42,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-12-08,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1997-077A,25077.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 43,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-11-09,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-069A,25039.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 45,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-12-20,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-082A,25104.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 46,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-08-21,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-043C,24905.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 47,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1997-12-20,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-082C,25106.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 49,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-12-20,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-082E,25108.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 5,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-05-05,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-020D,24795.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 50,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1998-02-18,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-010D,25172.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 51,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-03-25,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1998-018A,25262.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 52,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-02-18,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-010A,25169.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 53,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-02-18,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-010E,25173.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 54,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,,556,"1,400 (EOL)",1998-02-18,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-010C,25171.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 55,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-03-30,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-019A,25272.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 56,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-02-18,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-010B,25170.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 57,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-03-30,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-019B,25273.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 58,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-03-30,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-019C,25274.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 59,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1998-03-30,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-019D,25275.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 6,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1997-05-06,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-020C,24794.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 60,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-03-30,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-019E,25276.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 61,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-03-25,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1998-018B,25263.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 62,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-04-07,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1998-021A,25285.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 64,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-04-07,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1998-021C,25287.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 65,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-04-07,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1998-021D,25288.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 66,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-04-07,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1998-021E,25289.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 67,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-04-07,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1998-021F,25290.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 68,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-04-07,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,1998-021G,25291.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 7,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-05-05,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-020B,24793.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 70,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.3,100.4,689,556,"1,400 (EOL)",1998-05-17,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-032A,25342.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 72,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-05-17,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-032B,25343.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 74,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,747.0,751.0,0.000281,86.5,99.8,689,556,"1,400 (EOL)",1998-05-17,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-032D,25345.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 75,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-05-17,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-032E,25346.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 76,China,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1998-08-19,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,1998-048B,25432.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 77,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,780.0,0.00028,86.4,100.4,689,556,"1,400 (EOL)",1998-09-08,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-051E,25471.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 8,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1997-05-05,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1997-020A,24792.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 80,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-09-08,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-051C,25469.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 81,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-09-08,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-051B,25468.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iridium 82,USA,Iridium Satellite LLC,USA,Government/Commercial,Communications,,LEO,Polar,0.0,776.0,779.0,0.00021,86.4,100.4,689,556,"1,400 (EOL)",1998-09-08,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,1998-051A,25467.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
